Car_id,Company,Model,Engine,Transmission,Color,Body_Style,Dealer_Name
C_CND_026844,Buick,LeSabre,Overhead Camshaft,Manual,Black,Sedan,Chrysler Plymouth
C_CND_026845,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,SUV,Scrivener Performance Engineering
C_CND_026846,Subaru,Forester,Double Overhead Camshaft,Auto,Black,Hardtop,Chrysler Plymouth
C_CND_026847,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,Star Enterprises Inc
C_CND_026848,Volkswagen,GTI,Double Overhead Camshaft,Auto,Pale White,SUV,U-Haul CO
C_CND_026849,Ford,Taurus,Double Overhead Camshaft,Auto,Black,SUV,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_026850,Buick,Park Avenue,Overhead Camshaft,Manual,Red,Hatchback,Ryder Truck Rental and Leasing
C_CND_026851,Chrysler,LHS,Overhead Camshaft,Manual,Black,Hatchback,Chrysler of Tri-Cities
C_CND_026852,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Pale White,Passenger,McKinney Dodge Chrysler Jeep
C_CND_026853,Ford,Windstar,Double Overhead Camshaft,Auto,Pale White,Sedan,Classic Chevy
C_CND_026854,Dodge,Dakota,Double Overhead Camshaft,Auto,Pale White,Sedan,Star Enterprises Inc
C_CND_026855,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,Race Car Help
C_CND_026856,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_026857,BMW,323i,Overhead Camshaft,Manual,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_026858,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,Suburban Ford
C_CND_026859,Lexus,LX470,Double Overhead Camshaft,Auto,Pale White,SUV,Motor Vehicle Branch Office
C_CND_026860,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,C & M Motors Inc
C_CND_026861,Toyota,Celica,Overhead Camshaft,Manual,Pale White,SUV,Capitol KIA
C_CND_026862,Subaru,Forester,Double Overhead Camshaft,Auto,Black,SUV,Star Enterprises Inc
C_CND_026863,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,Passenger,Iceberg Rentals
C_CND_026864,Buick,Park Avenue,Double Overhead Camshaft,Auto,Red,Hatchback,Capitol KIA
C_CND_026865,Ford,Ranger,Double Overhead Camshaft,Auto,Black,Hardtop,Iceberg Rentals
C_CND_026866,Lexus,GS400,Double Overhead Camshaft,Auto,Black,Hatchback,Saab-Belle Dodge
C_CND_026867,Nissan,Xterra,Double Overhead Camshaft,Auto,Black,Passenger,McKinney Dodge Chrysler Jeep
C_CND_026868,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,Black,Sedan,Saab-Belle Dodge
C_CND_026869,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,Hardtop,Rabun Used Car Sales
C_CND_026870,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,Gartner Buick Hyundai Saab
C_CND_026871,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,SUV,Tri-State Mack Inc
C_CND_026872,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,Hatchback,Clay Johnson Auto Sales
C_CND_026873,Subaru,Forester,Double Overhead Camshaft,Auto,Black,Hardtop,Tri-State Mack Inc
C_CND_026874,Ford,Mustang,Overhead Camshaft,Manual,Black,Hatchback,Star Enterprises Inc
C_CND_026875,Lexus,LX470,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_026876,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,U-Haul CO
C_CND_026877,Dodge,Durango,Double Overhead Camshaft,Auto,Black,SUV,Pars Auto Sales
C_CND_026878,Lexus,GS400,Double Overhead Camshaft,Auto,Black,Hatchback,Star Enterprises Inc
C_CND_026879,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Enterprise Rent A Car
C_CND_026880,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,Rabun Used Car Sales
C_CND_026881,Ford,Mustang,Overhead Camshaft,Manual,Red,Hatchback,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_026882,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,Chrysler of Tri-Cities
C_CND_026883,Saab,3-Sep,Double Overhead Camshaft,Auto,Red,Sedan,Pars Auto Sales
C_CND_026884,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,Suburban Ford
C_CND_026885,Saturn,LS,Double Overhead Camshaft,Auto,Pale White,Sedan,Tri-State Mack Inc
C_CND_026886,Volvo,S40,Double Overhead Camshaft,Auto,Black,Sedan,U-Haul CO
C_CND_026887,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,SUV,Tri-State Mack Inc
C_CND_026888,Oldsmobile,Silhouette,Double Overhead Camshaft,Auto,Black,Sedan,McKinney Dodge Chrysler Jeep
C_CND_026889,Cadillac,Catera,Double Overhead Camshaft,Auto,Pale White,Hatchback,Classic Chevy
C_CND_026890,Jaguar,S-Type,Overhead Camshaft,Manual,Red,Passenger,Gartner Buick Hyundai Saab
C_CND_026891,Buick,LeSabre,Overhead Camshaft,Manual,Black,Sedan,Rabun Used Car Sales
C_CND_026892,Ford,Explorer,Double Overhead Camshaft,Auto,Red,Hatchback,Diehl Motor CO Inc
C_CND_026893,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,SUV,Tri-State Mack Inc
C_CND_026894,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,SUV,Motor Vehicle Branch Office
C_CND_026895,Mercedes-B,SLK,Double Overhead Camshaft,Auto,Pale White,Passenger,New Castle Ford Lincoln Mercury
C_CND_026896,Ford,Explorer,Double Overhead Camshaft,Auto,Pale White,Hatchback,Pars Auto Sales
C_CND_026897,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Chrysler Plymouth
C_CND_026898,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,Capitol KIA
C_CND_026899,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Black,Hardtop,Ryder Truck Rental and Leasing
C_CND_026900,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,Chrysler Plymouth
C_CND_026901,Chrysler,300M,Double Overhead Camshaft,Auto,Pale White,SUV,Iceberg Rentals
C_CND_026902,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,SUV,Clay Johnson Auto Sales
C_CND_026903,Lexus,GS400,Double Overhead Camshaft,Auto,Pale White,Hatchback,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_026904,Ford,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,Tri-State Mack Inc
C_CND_026905,Lexus,GS400,Double Overhead Camshaft,Auto,Pale White,Hatchback,Motor Vehicle Branch Office
C_CND_026906,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,Hatchback,Diehl Motor CO Inc
C_CND_026907,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,Hatchback,Scrivener Performance Engineering
C_CND_026908,Mitsubishi,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,Race Car Help
C_CND_026909,Infiniti,I30,Double Overhead Camshaft,Auto,Pale White,Hardtop,Gartner Buick Hyundai Saab
C_CND_026910,Mercedes-B,E-Class,Double Overhead Camshaft,Auto,Pale White,Sedan,McKinney Dodge Chrysler Jeep
C_CND_026911,Volkswagen,Golf,Double Overhead Camshaft,Auto,Red,SUV,Scrivener Performance Engineering
C_CND_026912,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,Sedan,Gartner Buick Hyundai Saab
C_CND_026913,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,Saab-Belle Dodge
C_CND_026914,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,Motor Vehicle Branch Office
C_CND_026915,Ford,Explorer,Double Overhead Camshaft,Auto,Black,Hatchback,Buddy Storbeck's Diesel Service Inc
C_CND_026916,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,Scrivener Performance Engineering
C_CND_026917,Audi,A4,Overhead Camshaft,Manual,Pale White,Hardtop,McKinney Dodge Chrysler Jeep
C_CND_026918,Honda,Passport,Overhead Camshaft,Manual,Pale White,Hardtop,Ryder Truck Rental and Leasing
C_CND_026919,Acura,TL,Double Overhead Camshaft,Auto,Red,Hatchback,Chrysler Plymouth
C_CND_026920,Hyundai,Accent,Overhead Camshaft,Manual,Black,Hatchback,Enterprise Rent A Car
C_CND_026921,Audi,A4,Double Overhead Camshaft,Auto,Black,Hardtop,Rabun Used Car Sales
C_CND_026922,Oldsmobile,Silhouette,Double Overhead Camshaft,Auto,Black,Sedan,Progressive Shippers Cooperative Association No
C_CND_026923,Volvo,S40,Overhead Camshaft,Manual,Black,Sedan,Saab-Belle Dodge
C_CND_026924,Oldsmobile,Bravada,Double Overhead Camshaft,Auto,Red,Hatchback,Capitol KIA
C_CND_026925,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,Sedan,Chrysler of Tri-Cities
C_CND_026926,Saturn,LW,Overhead Camshaft,Manual,Pale White,Hatchback,C & M Motors Inc
C_CND_026927,Mercury,Villager,Overhead Camshaft,Manual,Pale White,Passenger,Capitol KIA
C_CND_026928,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,Hatchback,Saab-Belle Dodge
C_CND_026929,Infiniti,I30,Double Overhead Camshaft,Auto,Black,Hardtop,Race Car Help
C_CND_026930,Volvo,S80,Overhead Camshaft,Manual,Pale White,Sedan,Rabun Used Car Sales
C_CND_026931,Ford,Contour,Double Overhead Camshaft,Auto,Red,Sedan,Progressive Shippers Cooperative Association No
C_CND_026932,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,Hatchback,Scrivener Performance Engineering
C_CND_026933,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,Hardtop,Race Car Help
C_CND_026934,Mercury,Cougar,Overhead Camshaft,Manual,Red,Hatchback,Race Car Help
C_CND_026935,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,Rabun Used Car Sales
C_CND_026936,Chevrolet,Monte Carlo,Double Overhead Camshaft,Auto,Pale White,Hatchback,U-Haul CO
C_CND_026937,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,Tri-State Mack Inc
C_CND_026938,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,Passenger,Race Car Help
C_CND_026939,Toyota,RAV4,Double Overhead Camshaft,Auto,Pale White,Hatchback,Ryder Truck Rental and Leasing
C_CND_026940,Subaru,Forester,Double Overhead Camshaft,Auto,Black,SUV,Race Car Help
C_CND_026941,Chrysler,Cirrus,Double Overhead Camshaft,Auto,Red,Passenger,Progressive Shippers Cooperative Association No
C_CND_026942,Volkswagen,Golf,Double Overhead Camshaft,Auto,Pale White,Hardtop,McKinney Dodge Chrysler Jeep
C_CND_026943,Hyundai,Sonata,Overhead Camshaft,Manual,Black,SUV,Clay Johnson Auto Sales
C_CND_026944,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,Passenger,Pars Auto Sales
C_CND_026945,Chevrolet,Monte Carlo,Double Overhead Camshaft,Auto,Red,Hatchback,Star Enterprises Inc
C_CND_026946,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,McKinney Dodge Chrysler Jeep
C_CND_026947,Mercury,Sable,Double Overhead Camshaft,Auto,Red,Sedan,Iceberg Rentals
C_CND_026948,Mercury,Grand Marquis,Double Overhead Camshaft,Auto,Black,SUV,U-Haul CO
C_CND_026949,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,SUV,Enterprise Rent A Car
C_CND_026950,BMW,528i,Double Overhead Camshaft,Auto,Black,SUV,New Castle Ford Lincoln Mercury
C_CND_026951,Dodge,Intrepid,Overhead Camshaft,Manual,Black,Sedan,Chrysler of Tri-Cities
C_CND_026952,Chevrolet,Metro,Double Overhead Camshaft,Auto,Black,Passenger,Saab-Belle Dodge
C_CND_026953,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,Ryder Truck Rental and Leasing
C_CND_026954,Nissan,Maxima,Overhead Camshaft,Manual,Red,Sedan,Chrysler Plymouth
C_CND_026955,Ford,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_026956,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,Enterprise Rent A Car
C_CND_026957,Dodge,Durango,Overhead Camshaft,Manual,Pale White,SUV,Scrivener Performance Engineering
C_CND_026958,Plymouth,Neon,Overhead Camshaft,Manual,Black,SUV,Diehl Motor CO Inc
C_CND_026959,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,Hardtop,Enterprise Rent A Car
C_CND_026960,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Pale White,Sedan,Gartner Buick Hyundai Saab
C_CND_026961,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,Hatchback,Clay Johnson Auto Sales
C_CND_026962,Toyota,Celica,Overhead Camshaft,Manual,Pale White,SUV,C & M Motors Inc
C_CND_026963,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_026964,Chevrolet,Camaro,Double Overhead Camshaft,Auto,Pale White,Sedan,Progressive Shippers Cooperative Association No
C_CND_026965,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,Passenger,Scrivener Performance Engineering
C_CND_026966,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,Nebo Chevrolet
C_CND_026967,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,SUV,Saab-Belle Dodge
C_CND_026968,Ford,F-Series,Overhead Camshaft,Manual,Red,Passenger,Classic Chevy
C_CND_026969,Buick,Park Avenue,Double Overhead Camshaft,Auto,Red,Hatchback,Buddy Storbeck's Diesel Service Inc
C_CND_026970,Mercedes-B,E-Class,Double Overhead Camshaft,Auto,Pale White,Sedan,Suburban Ford
C_CND_026971,Nissan,Xterra,Overhead Camshaft,Manual,Red,Passenger,U-Haul CO
C_CND_026972,Volkswagen,GTI,Double Overhead Camshaft,Auto,Pale White,SUV,C & M Motors Inc
C_CND_026973,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Red,Passenger,Clay Johnson Auto Sales
C_CND_026974,Volvo,S80,Overhead Camshaft,Manual,Red,Sedan,Motor Vehicle Branch Office
C_CND_026975,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Red,Sedan,Progressive Shippers Cooperative Association No
C_CND_026976,Lexus,LS400,Overhead Camshaft,Manual,Black,Sedan,C & M Motors Inc
C_CND_026977,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Pale White,Passenger,Enterprise Rent A Car
C_CND_026978,Lexus,LS400,Double Overhead Camshaft,Auto,Black,Sedan,Chrysler Plymouth
C_CND_026979,Jeep,Wrangler,Double Overhead Camshaft,Auto,Pale White,Hatchback,Chrysler of Tri-Cities
C_CND_026980,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,Hatchback,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_026981,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,Sedan,Motor Vehicle Branch Office
C_CND_026982,Ford,Crown Victoria,Overhead Camshaft,Manual,Black,Passenger,Rabun Used Car Sales
C_CND_026983,BMW,328i,Double Overhead Camshaft,Auto,Black,Sedan,Tri-State Mack Inc
C_CND_026984,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,Hardtop,Nebo Chevrolet
C_CND_026985,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,Hatchback,Capitol KIA
C_CND_026986,Dodge,Durango,Overhead Camshaft,Manual,Pale White,SUV,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_026987,Volkswagen,GTI,Double Overhead Camshaft,Auto,Pale White,SUV,Tri-State Mack Inc
C_CND_026988,Saab,3-Sep,Double Overhead Camshaft,Auto,Black,Sedan,Saab-Belle Dodge
C_CND_026989,Lincoln,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,Hatfield Volkswagen
C_CND_026990,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Pale White,SUV,McKinney Dodge Chrysler Jeep
C_CND_026991,Audi,A6,Double Overhead Camshaft,Auto,Black,SUV,Enterprise Rent A Car
C_CND_026992,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,Hardtop,Pars Auto Sales
C_CND_026993,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,Sedan,Nebo Chevrolet
C_CND_026994,Honda,CR-V,Double Overhead Camshaft,Auto,Pale White,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_026995,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,Hatchback,Race Car Help
C_CND_026996,Dodge,Caravan,Overhead Camshaft,Manual,Red,Hardtop,Suburban Ford
C_CND_026997,Ford,Taurus,Overhead Camshaft,Manual,Black,SUV,Star Enterprises Inc
C_CND_026998,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,Black,Sedan,Buddy Storbeck's Diesel Service Inc
C_CND_026999,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Red,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_027000,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,Iceberg Rentals
C_CND_027001,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_027002,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,Passenger,McKinney Dodge Chrysler Jeep
C_CND_027003,Acura,RL,Overhead Camshaft,Manual,Black,SUV,Hatfield Volkswagen
C_CND_027004,Volvo,S40,Overhead Camshaft,Manual,Black,Sedan,Nebo Chevrolet
C_CND_027005,Ford,Expedition,Double Overhead Camshaft,Auto,Black,SUV,Clay Johnson Auto Sales
C_CND_027006,Saab,3-Sep,Double Overhead Camshaft,Auto,Red,Sedan,Race Car Help
C_CND_027007,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,Hatchback,Ryder Truck Rental and Leasing
C_CND_027008,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,Hatchback,Chrysler Plymouth
C_CND_027009,Mercury,Sable,Double Overhead Camshaft,Auto,Red,Sedan,Iceberg Rentals
C_CND_027010,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,Star Enterprises Inc
C_CND_027011,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,Hatchback,Buddy Storbeck's Diesel Service Inc
C_CND_027012,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,C & M Motors Inc
C_CND_027013,Dodge,Caravan,Overhead Camshaft,Manual,Red,Hardtop,Hatfield Volkswagen
C_CND_027014,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,SUV,Enterprise Rent A Car
C_CND_027015,Jaguar,S-Type,Double Overhead Camshaft,Auto,Black,Passenger,Nebo Chevrolet
C_CND_027016,Chrysler,Concorde,Double Overhead Camshaft,Auto,Pale White,SUV,Race Car Help
C_CND_027017,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,SUV,Tri-State Mack Inc
C_CND_027018,Chrysler,Concorde,Double Overhead Camshaft,Auto,Pale White,Hatchback,Clay Johnson Auto Sales
C_CND_027019,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,Capitol KIA
C_CND_027020,Acura,TL,Double Overhead Camshaft,Auto,Black,Hatchback,Chrysler Plymouth
C_CND_027021,Audi,A6,Double Overhead Camshaft,Auto,Black,SUV,Nebo Chevrolet
C_CND_027022,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_027023,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_027024,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Red,Passenger,Hatfield Volkswagen
C_CND_027025,Saturn,LS,Overhead Camshaft,Manual,Pale White,Sedan,Ryder Truck Rental and Leasing
C_CND_027026,Nissan,Altima,Double Overhead Camshaft,Auto,Red,Hatchback,Saab-Belle Dodge
C_CND_027027,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Pale White,Hardtop,Scrivener Performance Engineering
C_CND_027028,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,SUV,Progressive Shippers Cooperative Association No
C_CND_027029,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,SUV,Rabun Used Car Sales
C_CND_027030,Volvo,S40,Overhead Camshaft,Manual,Pale White,Sedan,Progressive Shippers Cooperative Association No
C_CND_027031,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Pale White,Hardtop,Progressive Shippers Cooperative Association No
C_CND_027032,Volkswagen,GTI,Overhead Camshaft,Manual,Black,SUV,Rabun Used Car Sales
C_CND_027033,Mercury,Sable,Overhead Camshaft,Manual,Red,Sedan,Gartner Buick Hyundai Saab
C_CND_027034,Porsche,Boxter,Double Overhead Camshaft,Auto,Black,SUV,U-Haul CO
C_CND_027035,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,Hatchback,New Castle Ford Lincoln Mercury
C_CND_027036,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Red,Sedan,Iceberg Rentals
C_CND_027037,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_027038,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,U-Haul CO
C_CND_027039,Dodge,Ram Wagon,Double Overhead Camshaft,Auto,Black,Passenger,Capitol KIA
C_CND_027040,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,Red,Hatchback,Scrivener Performance Engineering
C_CND_027041,Lexus,GS400,Double Overhead Camshaft,Auto,Pale White,Hatchback,Star Enterprises Inc
C_CND_027042,Lexus,LS400,Double Overhead Camshaft,Auto,Black,Sedan,Gartner Buick Hyundai Saab
C_CND_027043,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,Hardtop,Suburban Ford
C_CND_027044,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,Hatchback,Diehl Motor CO Inc
C_CND_027045,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,Hardtop,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_027046,Dodge,Caravan,Double Overhead Camshaft,Auto,Black,Hardtop,Rabun Used Car Sales
C_CND_027047,Nissan,Maxima,Overhead Camshaft,Manual,Red,Sedan,Progressive Shippers Cooperative Association No
C_CND_027048,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,Hatchback,Saab-Belle Dodge
C_CND_027049,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,Hatchback,Saab-Belle Dodge
C_CND_027050,Dodge,Ram Wagon,Double Overhead Camshaft,Auto,Black,Passenger,McKinney Dodge Chrysler Jeep
C_CND_027051,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,Hatchback,Saab-Belle Dodge
C_CND_027052,Toyota,Celica,Overhead Camshaft,Manual,Pale White,SUV,Saab-Belle Dodge
C_CND_027053,Ford,Windstar,Double Overhead Camshaft,Auto,Red,Sedan,Rabun Used Car Sales
C_CND_027054,Mercury,Sable,Overhead Camshaft,Manual,Pale White,Sedan,Classic Chevy
C_CND_027055,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,Rabun Used Car Sales
C_CND_027056,Ford,Expedition,Double Overhead Camshaft,Auto,Black,SUV,Enterprise Rent A Car
C_CND_027057,Ford,Explorer,Double Overhead Camshaft,Auto,Black,Hatchback,Scrivener Performance Engineering
C_CND_027058,Volkswagen,Passat,Double Overhead Camshaft,Auto,Red,Hatchback,Iceberg Rentals
C_CND_027059,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,U-Haul CO
C_CND_027060,Ford,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,Rabun Used Car Sales
C_CND_027061,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,Hatchback,Capitol KIA
C_CND_027062,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,Hardtop,Diehl Motor CO Inc
C_CND_027063,Mercury,Villager,Overhead Camshaft,Manual,Pale White,Passenger,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_027064,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,Ryder Truck Rental and Leasing
C_CND_027065,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,Sedan,Chrysler Plymouth
C_CND_027066,Ford,Ranger,Overhead Camshaft,Manual,Black,Hardtop,Gartner Buick Hyundai Saab
C_CND_027067,Toyota,Celica,Overhead Camshaft,Manual,Pale White,SUV,Saab-Belle Dodge
